event_id,session_id,user_id,event_time_Date,event_time,event_type,screen_name,feature_id
8212,9749,3651,16-Mar-25,14:23:15,purchase_success,NULL,
8237,13218,4905,07-Jan-25,14:36:36,purchase_success,NULL,
8270,18759,2229,20-Jul-25,01:12:04,purchase_success,NULL,
8275,825,6689,26-Feb-25,02:49:35,purchase_success,NULL,
8287,23266,2703,11-Sep-25,01:59:59,purchase_success,NULL,
8363,17603,3310,06-Jul-25,07:45:07,purchase_success,NULL,
8368,22730,4250,11-Jan-26,05:13:27,purchase_success,NULL,
8379,10124,7195,08-Nov-25,02:47:42,purchase_success,NULL,
8431,2758,7583,09-Jan-25,02:33:18,purchase_success,NULL,
8440,13323,2931,19-Jan-25,21:42:14,purchase_success,NULL,
8451,16750,6902,23-Sep-25,06:29:51,purchase_success,NULL,
8538,6874,7968,01-Nov-25,05:59:35,purchase_success,NULL,
8544,15603,4933,06-Sep-25,12:18:43,purchase_success,NULL,
8579,16815,6369,12-Dec-25,20:58:32,purchase_success,NULL,
8675,12573,2200,16-Feb-25,11:07:30,purchase_success,NULL,
8721,22749,4938,24-May-25,16:51:25,purchase_success,NULL,
8734,11125,4934,03-Jan-26,12:23:46,purchase_success,NULL,
8764,8537,742,23-Feb-25,08:10:26,purchase_success,NULL,
8808,33399,7472,24-Nov-25,23:31:12,purchase_success,NULL,
8814,34689,639,10-Jan-26,21:28:50,purchase_success,NULL,
8835,15105,930,16-May-25,13:25:10,purchase_success,NULL,
8880,21700,3959,12-Oct-25,19:15:37,purchase_success,NULL,
8897,14924,424,21-Jan-25,10:55:51,purchase_success,NULL,
8900,2410,4492,05-Dec-25,14:51:31,purchase_success,NULL,
8918,29482,4977,12-Apr-25,01:37:11,purchase_success,NULL,
9011,27639,4776,30-Aug-25,18:29:07,purchase_success,NULL,
9012,8338,2592,02-Mar-25,06:20:05,purchase_success,NULL,
9091,19274,432,07-Aug-25,08:19:38,purchase_success,NULL,
9112,16862,5328,16-May-25,14:01:43,purchase_success,NULL,
9171,8729,4622,21-May-25,09:44:24,purchase_success,NULL,
9196,17930,4745,03-Sep-25,12:36:43,purchase_success,NULL,
9204,11561,2750,04-Sep-25,13:59:27,purchase_success,NULL,
9247,31099,7547,22-Oct-25,07:54:27,purchase_success,NULL,
9317,13551,3566,26-Feb-25,10:54:59,purchase_success,NULL,
9359,13442,7455,10-Oct-25,16:20:50,purchase_success,NULL,
9409,20751,5094,05-Feb-25,03:19:35,purchase_success,NULL,
9451,17025,7669,10-Sep-25,12:14:29,purchase_success,NULL,
9491,29695,7942,12-Jan-25,21:00:31,purchase_success,NULL,
9542,16854,4419,16-Sep-25,08:12:03,purchase_success,NULL,
9559,34714,3843,06-Jan-25,15:08:50,purchase_success,NULL,
9568,28044,3711,24-Jul-25,08:13:30,purchase_success,NULL,
9582,25125,4237,14-Jan-26,22:16:07,purchase_success,NULL,
9585,3911,696,13-Apr-25,07:41:36,purchase_success,NULL,
9615,30428,3639,18-Jun-25,23:23:42,purchase_success,NULL,
9621,31853,3302,22-Oct-25,23:00:59,purchase_success,NULL,
9646,4590,3996,28-Sep-25,10:33:29,purchase_success,NULL,
9666,2099,103,29-Jun-25,17:53:38,purchase_success,NULL,
9688,29484,1727,20-Nov-25,12:48:05,purchase_success,NULL,
9696,4740,5723,27-Oct-25,07:11:03,purchase_success,NULL,
9799,9839,235,28-Oct-25,00:51:24,purchase_success,NULL,
9800,454,799,20-Nov-25,22:03:29,purchase_success,NULL,
9805,12324,5243,14-Feb-25,15:33:38,purchase_success,NULL,
9864,7640,3602,01-Mar-25,06:23:36,purchase_success,NULL,
9897,24221,6137,12-Jul-25,19:43:32,purchase_success,NULL,
9927,29849,6132,10-Aug-25,03:48:16,purchase_success,NULL,
9945,619,2570,23-Apr-25,22:21:30,purchase_success,NULL,
9958,12383,7174,31-Mar-25,23:30:16,purchase_success,NULL,
9978,25613,3160,09-Apr-25,22:16:43,purchase_success,NULL,
10025,13191,5699,23-Mar-25,01:54:42,purchase_success,NULL,
10120,17798,1147,11-Sep-25,11:48:11,purchase_success,NULL,
10130,8661,7622,29-Jun-25,21:10:03,purchase_success,NULL,
10214,28020,1221,03-Nov-25,01:04:27,purchase_success,NULL,
10224,2306,1017,16-Nov-25,11:34:04,purchase_success,NULL,
10273,24470,5841,05-Jan-25,01:55:25,purchase_success,NULL,
10300,33201,6292,29-Sep-25,10:43:47,purchase_success,NULL,
10317,18255,4802,15-Oct-25,17:28:32,purchase_success,NULL,
10330,13229,7484,19-May-25,06:30:32,purchase_success,NULL,
10332,22810,7164,02-Jun-25,20:59:37,purchase_success,NULL,
10360,17314,2014,27-Oct-25,03:20:07,purchase_success,NULL,
10367,29569,2708,23-Sep-25,06:42:08,purchase_success,NULL,
10377,7036,1321,27-Sep-25,08:38:16,purchase_success,NULL,
10380,27029,4024,02-Apr-25,17:03:14,purchase_success,NULL,
10382,19869,2187,15-Jun-25,22:21:56,purchase_success,NULL,
10402,13433,3312,01-Aug-25,05:10:45,purchase_success,NULL,
10417,18726,1048,15-Nov-25,17:17:37,purchase_success,NULL,
10440,32456,7962,29-Nov-25,11:23:41,purchase_success,NULL,
10459,20255,1209,25-May-25,11:26:43,purchase_success,NULL,
10460,12413,4714,11-Nov-25,11:00:48,purchase_success,NULL,
10487,31814,7767,27-Mar-25,15:05:29,purchase_success,NULL,
10491,30726,5207,11-Apr-25,09:32:54,purchase_success,NULL,
10548,12427,933,24-Sep-25,20:56:31,purchase_success,NULL,
10661,1421,2729,04-Dec-25,13:46:13,purchase_success,NULL,
10689,9983,20,13-Jul-25,23:47:16,purchase_success,NULL,
10710,18934,5438,12-Mar-25,15:42:42,purchase_success,NULL,
10717,31997,1354,09-Sep-25,07:05:39,purchase_success,NULL,
10768,15589,4636,07-Nov-25,04:37:26,purchase_success,NULL,
10780,11708,6616,07-Nov-25,17:52:25,purchase_success,NULL,
10801,30167,4361,12-Sep-25,05:15:34,purchase_success,NULL,
10859,30130,1335,01-May-25,00:31:42,purchase_success,NULL,
10899,17189,1825,08-Jun-25,08:10:46,purchase_success,NULL,
10942,7114,578,04-Oct-25,08:12:40,purchase_success,NULL,
10945,18655,3784,27-Feb-25,16:30:14,purchase_success,NULL,
10990,10378,1048,16-Sep-25,20:51:53,purchase_success,NULL,
10991,34524,6643,26-May-25,22:14:30,purchase_success,NULL,
11000,2151,7121,05-Dec-25,15:02:21,purchase_success,NULL,
11008,34189,1876,11-Jan-25,07:41:01,purchase_success,NULL,
11060,22899,674,12-Sep-25,06:41:10,purchase_success,NULL,
11076,1260,2193,14-Jan-25,03:55:51,purchase_success,NULL,
11131,28425,881,25-Aug-25,12:28:09,purchase_success,NULL,
11135,11302,3853,11-Jan-26,03:39:34,purchase_success,NULL,
11143,21223,3080,11-Jan-26,11:01:26,purchase_success,NULL,
11148,25724,5786,14-Dec-25,10:13:34,purchase_success,NULL,
11194,5148,7211,19-Apr-25,13:27:57,purchase_success,NULL,
11232,22099,2291,17-Apr-25,18:59:52,purchase_success,NULL,
11276,18236,4175,11-Feb-25,23:13:20,purchase_success,NULL,
11292,33057,5853,09-Jun-25,07:28:35,purchase_success,NULL,
11320,6011,5768,03-Nov-25,10:36:15,purchase_success,NULL,
11337,17175,6898,03-Mar-25,19:12:31,purchase_success,NULL,
11345,15999,5711,11-Mar-25,03:58:55,purchase_success,NULL,
11362,22793,5468,01-Jul-25,03:09:38,purchase_success,NULL,
11366,10206,5780,28-May-25,00:42:32,purchase_success,NULL,
11377,20235,2793,25-Feb-25,11:53:55,purchase_success,NULL,
11398,19221,934,11-Apr-25,12:09:03,purchase_success,NULL,
11430,14006,6310,11-Mar-25,14:07:41,purchase_success,NULL,
11480,22102,6503,25-Jan-25,06:14:42,purchase_success,NULL,
11595,4417,5677,28-Sep-25,06:24:29,purchase_success,NULL,
11601,29461,7345,06-Jan-26,17:44:28,purchase_success,NULL,
11679,3383,4010,14-Jul-25,16:20:34,purchase_success,NULL,
11683,23296,6229,04-Nov-25,23:39:25,purchase_success,NULL,
11686,32771,5229,23-Aug-25,15:00:34,purchase_success,NULL,
11690,1958,6830,30-Sep-25,17:37:02,purchase_success,NULL,
11693,6418,7781,21-Oct-25,06:30:07,purchase_success,NULL,
11710,29857,7929,29-Apr-25,21:55:00,purchase_success,NULL,
11758,17971,4374,12-Jan-25,21:48:08,purchase_success,NULL,
11791,12739,300,24-Apr-25,02:26:07,purchase_success,NULL,
11844,5468,5141,14-May-25,05:37:02,purchase_success,NULL,
11879,24383,4831,20-Nov-25,15:26:33,purchase_success,NULL,
11935,20242,5309,25-May-25,08:36:49,purchase_success,NULL,
11941,19255,6925,23-Jun-25,18:03:04,purchase_success,NULL,
11949,20412,3403,28-Jan-25,03:35:36,purchase_success,NULL,
11970,30697,6310,04-Feb-25,01:41:11,purchase_success,NULL,
11991,27833,3091,07-Nov-25,16:25:55,purchase_success,NULL,
12004,33773,2954,14-Apr-25,19:54:31,purchase_success,NULL,
12014,22079,1509,03-Jul-25,03:30:02,purchase_success,NULL,
12027,14475,2943,11-Dec-25,03:09:24,purchase_success,NULL,
12069,22833,1169,16-Dec-25,18:39:05,purchase_success,NULL,
12112,8514,3880,28-Feb-25,15:56:26,purchase_success,NULL,
12129,10795,7365,08-Jan-26,12:29:31,purchase_success,NULL,
12184,15806,6166,29-Mar-25,08:41:36,purchase_success,NULL,
12217,3278,6507,28-Dec-25,00:29:51,purchase_success,NULL,
12240,18614,3536,29-Apr-25,10:04:59,purchase_success,NULL,
12245,33475,5502,25-Sep-25,22:38:02,purchase_success,NULL,
12278,14794,2176,23-Oct-25,03:47:53,purchase_success,NULL,
12289,3684,1582,06-Nov-25,11:54:21,purchase_success,NULL,
12324,19934,1343,17-Jun-25,00:19:41,purchase_success,NULL,
12352,4292,4828,13-Jun-25,18:22:48,purchase_success,NULL,
12368,13284,4679,22-Jun-25,06:57:21,purchase_success,NULL,
12370,30611,340,26-Apr-25,03:02:30,purchase_success,NULL,
12395,13898,5450,13-Mar-25,15:24:22,purchase_success,NULL,
12399,17741,4322,16-Oct-25,07:00:32,purchase_success,NULL,
12407,31591,3936,15-Oct-25,18:55:38,purchase_success,NULL,
12414,28714,1218,03-Nov-25,02:59:45,purchase_success,NULL,
12422,17808,1916,01-Oct-25,10:03:45,purchase_success,NULL,
12487,15497,5273,23-Jul-25,02:45:18,purchase_success,NULL,
12551,27569,3430,06-Jan-26,06:41:53,purchase_success,NULL,
12589,2589,1488,15-Mar-25,05:59:07,purchase_success,NULL,
12700,5408,2657,22-May-25,20:07:32,purchase_success,NULL,
12745,23161,591,20-Oct-25,02:12:37,purchase_success,NULL,
12760,31913,5361,11-Mar-25,01:22:19,purchase_success,NULL,
12772,1988,1374,05-Jun-25,20:03:43,purchase_success,NULL,
12803,21769,229,29-Jul-25,22:30:46,purchase_success,NULL,
12838,25487,5189,14-Jun-25,01:49:47,purchase_success,NULL,
12839,11062,7352,09-Jan-26,02:26:19,purchase_success,NULL,
12875,28945,7128,23-Apr-25,13:00:24,purchase_success,NULL,
12892,755,7632,31-May-25,04:59:10,purchase_success,NULL,
12902,24770,4957,03-Jul-25,21:38:38,purchase_success,NULL,
12987,22590,7250,02-Jul-25,21:48:08,purchase_success,NULL,
12993,28301,4375,26-Aug-25,02:21:52,purchase_success,NULL,
13045,32951,6667,11-Jul-25,13:19:05,purchase_success,NULL,
13112,34245,2496,14-Dec-25,13:46:27,purchase_success,NULL,
13133,23760,3001,31-Jul-25,06:59:16,purchase_success,NULL,
13140,13685,1977,07-Dec-25,03:38:44,purchase_success,NULL,
13155,3328,6064,19-Feb-25,05:23:00,purchase_success,NULL,
13163,31797,7604,30-Sep-25,04:53:53,purchase_success,NULL,
13209,20440,161,17-Dec-25,12:38:00,purchase_success,NULL,
13227,23634,4640,30-Jul-25,12:10:46,purchase_success,NULL,
13228,33082,5721,02-May-25,23:51:02,purchase_success,NULL,
13256,15473,6198,21-Jul-25,17:29:12,purchase_success,NULL,
13326,27109,4305,21-Nov-25,21:17:26,purchase_success,NULL,
13333,23689,59,11-Mar-25,13:57:14,purchase_success,NULL,
13334,11487,6439,02-Dec-25,13:58:58,purchase_success,NULL,
13337,8465,731,28-Sep-25,14:53:02,purchase_success,NULL,
13388,21710,1871,23-Dec-25,11:03:55,purchase_success,NULL,
13405,20707,638,07-Nov-25,14:02:30,purchase_success,NULL,
13413,24154,686,28-Oct-25,04:05:15,purchase_success,NULL,
13420,14139,480,04-Jun-25,09:56:08,purchase_success,NULL,
13456,23402,716,27-Jun-25,12:01:48,purchase_success,NULL,
13460,16623,5161,17-Oct-25,12:35:26,purchase_success,NULL,
13498,13936,4218,19-Oct-25,08:40:22,purchase_success,NULL,
13550,11545,2245,20-Jul-25,22:34:46,purchase_success,NULL,
13601,13416,3717,05-Mar-25,12:15:54,purchase_success,NULL,
13603,11753,2519,29-Jan-25,19:12:37,purchase_success,NULL,
13648,20783,6377,05-Feb-25,03:50:57,purchase_success,NULL,
13655,4779,4289,18-Feb-25,06:55:13,purchase_success,NULL,
13683,881,2498,11-Nov-25,17:43:19,purchase_success,NULL,
13688,20587,7335,25-Apr-25,03:46:40,purchase_success,NULL,
13693,16234,5514,12-Dec-25,19:31:00,purchase_success,NULL,
13694,6780,2669,19-Jul-25,03:43:37,purchase_success,NULL,
13712,23401,2622,30-Sep-25,17:55:00,purchase_success,NULL,
13725,16110,4804,21-Oct-25,02:30:34,purchase_success,NULL,
13743,2826,797,25-Jul-25,16:47:17,purchase_success,NULL,
13750,11039,5413,29-Aug-25,06:30:19,purchase_success,NULL,
13817,9607,6440,13-Mar-25,03:16:43,purchase_success,NULL,
13841,18055,3264,05-May-25,23:52:24,purchase_success,NULL,
13846,18106,2256,19-Oct-25,14:36:11,purchase_success,NULL,
13851,15370,3337,07-Sep-25,22:16:34,purchase_success,NULL,
13854,10938,401,14-Dec-25,22:59:55,purchase_success,NULL,
13867,21502,5670,17-Apr-25,19:30:02,purchase_success,NULL,
13897,10329,5207,29-Oct-25,06:14:39,purchase_success,NULL,
13917,8088,2640,02-Jan-26,01:55:43,purchase_success,NULL,
13948,15589,4636,07-Nov-25,04:40:21,purchase_success,NULL,
13952,16306,338,30-Nov-25,00:56:49,purchase_success,NULL,
13960,26337,655,27-Dec-25,03:12:50,purchase_success,NULL,
13974,30638,1561,12-Jul-25,14:00:03,purchase_success,NULL,
13983,10149,2374,03-May-25,20:20:18,purchase_success,NULL,
14001,3599,7419,17-May-25,03:51:50,purchase_success,NULL,
14019,12574,2949,19-Jan-25,12:38:36,purchase_success,NULL,
14050,1723,7658,07-Jan-26,05:06:56,purchase_success,NULL,
14095,30794,3254,21-Sep-25,00:59:35,purchase_success,NULL,
14138,18491,5179,25-Feb-25,01:05:28,purchase_success,NULL,
14176,19223,5948,22-Jan-25,04:35:47,purchase_success,NULL,
14181,15282,1156,23-Jan-25,11:38:50,purchase_success,NULL,
14212,17765,508,23-Jul-25,12:04:03,purchase_success,NULL,
14269,22872,1940,16-Jul-25,00:48:55,purchase_success,NULL,
14282,27425,5116,24-Jun-25,00:16:20,purchase_success,NULL,
14307,26306,5714,03-Jul-25,00:12:46,purchase_success,NULL,
14320,24731,7751,16-Apr-25,21:12:29,purchase_success,NULL,
14346,24183,4904,24-Aug-25,00:59:29,purchase_success,NULL,
14347,16174,5443,21-Oct-25,15:48:39,purchase_success,NULL,
14371,12743,6731,11-Jan-26,01:48:02,purchase_success,NULL,
14373,2175,6597,28-Mar-25,11:33:01,purchase_success,NULL,
14397,13191,5699,23-Mar-25,01:50:50,purchase_success,NULL,
14448,6658,2987,11-Dec-25,20:00:28,purchase_success,NULL,
14457,18838,6921,15-Jan-25,20:15:40,purchase_success,NULL,
14502,7373,759,15-Jan-26,02:03:54,purchase_success,NULL,
14525,15715,4813,28-Apr-25,13:00:26,purchase_success,NULL,
14536,21656,1406,26-Feb-25,04:08:01,purchase_success,NULL,
14549,21408,56,17-Apr-25,19:02:29,purchase_success,NULL,
14561,22795,7602,03-Jul-25,16:49:06,purchase_success,NULL,
14575,30002,3639,28-Feb-25,02:44:05,purchase_success,NULL,
14606,770,933,20-Feb-25,00:21:33,purchase_success,NULL,
14637,15342,3706,12-Jul-25,12:02:03,purchase_success,NULL,
14661,8640,2887,27-Aug-25,06:29:22,purchase_success,NULL,
14683,23016,6553,15-Jun-25,06:46:00,purchase_success,NULL,
14690,30092,5173,10-May-25,21:08:29,purchase_success,NULL,
14702,30316,5827,01-Jan-25,19:21:16,purchase_success,NULL,
14709,2732,3661,24-Jan-25,15:20:32,purchase_success,NULL,
14739,14867,7507,13-Jul-25,16:33:37,purchase_success,NULL,
14743,20108,7179,13-Jun-25,13:45:11,purchase_success,NULL,
14776,10717,5105,15-Mar-25,22:29:35,purchase_success,NULL,
14784,8610,6223,25-Jun-25,12:03:43,purchase_success,NULL,
14807,25765,1975,25-Sep-25,22:27:03,purchase_success,NULL,
14808,33009,3000,06-Jan-25,10:10:23,purchase_success,NULL,
14832,559,5008,06-Feb-25,08:04:55,purchase_success,NULL,
14839,29546,5198,04-May-25,05:02:21,purchase_success,NULL,
14863,2962,4487,17-Nov-25,18:09:32,purchase_success,NULL,
14875,5914,1985,04-Feb-25,03:43:02,purchase_success,NULL,
14894,8204,3270,13-Jul-25,10:40:06,purchase_success,NULL,
14933,26710,1098,20-May-25,04:51:43,purchase_success,NULL,
14934,19831,3660,05-Oct-25,11:33:13,purchase_success,NULL,
14936,4440,7986,11-Jul-25,15:59:40,purchase_success,NULL,
14993,33445,451,06-Jan-25,07:33:11,purchase_success,NULL,
15005,5003,4414,09-Sep-25,15:37:24,purchase_success,NULL,
15013,1789,688,11-Jan-25,01:47:05,purchase_success,NULL,
15021,30079,3,02-Dec-25,04:13:38,purchase_success,NULL,
15026,23189,5706,18-Oct-25,23:34:24,purchase_success,NULL,
15087,1329,4792,16-Jun-25,12:50:27,purchase_success,NULL,
15114,28425,881,25-Aug-25,12:30:30,purchase_success,NULL,
15118,4030,374,02-Jan-25,11:04:15,purchase_success,NULL,
15139,29523,3642,23-Nov-25,01:22:19,purchase_success,NULL,
15150,31174,4643,24-Mar-25,06:34:37,purchase_success,NULL,
15153,16312,5039,14-Aug-25,07:27:02,purchase_success,NULL,
15162,31009,2604,14-Feb-25,03:52:58,purchase_success,NULL,
15193,21263,335,12-Mar-25,17:48:57,purchase_success,NULL,
15254,107,3452,22-Aug-25,18:57:57,purchase_success,NULL,
15270,24687,2478,05-Jan-25,11:37:32,purchase_success,NULL,
15277,33214,4650,01-Sep-25,11:00:31,purchase_success,NULL,
15291,28592,1483,06-Oct-25,13:45:41,purchase_success,NULL,
15318,18131,514,01-Apr-25,23:14:12,purchase_success,NULL,
15329,33294,6267,04-Dec-25,06:16:13,purchase_success,NULL,
15347,26319,2940,05-Jul-25,06:33:41,purchase_success,NULL,
15349,30831,5244,20-Sep-25,03:46:59,purchase_success,NULL,
15351,21017,7458,23-Sep-25,08:30:52,purchase_success,NULL,
15352,12417,6750,24-Nov-25,09:11:41,purchase_success,NULL,
15375,25721,7234,28-Jul-25,16:15:18,purchase_success,NULL,
15379,33802,577,11-Apr-25,13:44:14,purchase_success,NULL,
15416,32866,2242,06-Mar-25,01:16:07,purchase_success,NULL,
15461,22797,1952,29-Jan-25,05:28:59,purchase_success,NULL,
15466,29127,3513,09-Jul-25,07:38:01,purchase_success,NULL,
15480,21338,7961,26-Nov-25,02:43:57,purchase_success,NULL,
15484,33166,494,02-Mar-25,21:10:09,purchase_success,NULL,
15502,25677,7456,01-May-25,11:03:18,purchase_success,NULL,
15537,23001,1883,15-Jan-26,16:08:27,purchase_success,NULL,
15566,24580,1486,07-Aug-25,22:01:27,purchase_success,NULL,
15600,21058,3298,27-Dec-25,06:45:27,purchase_success,NULL,
15601,21622,126,02-Feb-25,06:21:38,purchase_success,NULL,
15614,29837,2565,19-Aug-25,00:17:55,purchase_success,NULL,
15620,20725,2123,10-Sep-25,20:55:43,purchase_success,NULL,
15670,28223,5017,28-May-25,09:40:36,purchase_success,NULL,
15723,22248,1814,09-Mar-25,15:47:36,purchase_success,NULL,
15732,30851,3946,29-Jun-25,22:55:26,purchase_success,NULL,
15750,4712,4415,09-Dec-25,08:41:54,purchase_success,NULL,
15758,5826,4953,26-Dec-25,21:17:13,purchase_success,NULL,
15769,10930,2966,12-Oct-25,10:35:06,purchase_success,NULL,
15783,27577,493,27-Apr-25,08:59:20,purchase_success,NULL,
15807,3993,2914,29-Aug-25,07:06:46,purchase_success,NULL,
15815,30869,3585,18-Jul-25,20:05:21,purchase_success,NULL,
15908,18812,2488,21-May-25,21:33:52,purchase_success,NULL,
15926,30948,5727,01-Aug-25,14:34:57,purchase_success,NULL,
15940,20443,6770,14-Jan-26,21:54:58,purchase_success,NULL,
15981,25053,2393,04-Jan-25,17:40:59,purchase_success,NULL,
15996,23827,1090,03-Nov-25,01:01:42,purchase_success,NULL,
16033,7501,4264,04-Aug-25,16:50:30,purchase_success,NULL,
16038,31082,2047,15-May-25,09:32:19,purchase_success,NULL,
16061,29822,7644,13-Sep-25,11:58:11,purchase_success,NULL,
16066,2457,6319,15-Sep-25,07:11:42,purchase_success,NULL,
16073,8310,3641,15-Mar-25,15:12:04,purchase_success,NULL,
16168,11019,3432,24-Apr-25,21:21:41,purchase_success,NULL,
16214,29406,1382,29-Sep-25,15:11:11,purchase_success,NULL,
16244,26346,5949,27-Feb-25,14:58:48,purchase_success,NULL,
16268,24993,5820,25-Mar-25,22:14:06,purchase_success,NULL,
16339,9700,5616,08-Mar-25,08:48:08,purchase_success,NULL,
16353,3293,4300,17-Jan-25,08:22:00,purchase_success,NULL,
16367,12896,7733,02-Mar-25,04:30:35,purchase_success,NULL,
16369,29869,2972,10-Oct-25,13:09:40,purchase_success,NULL,
16374,26269,1322,04-Jan-26,12:48:22,purchase_success,NULL,
16472,11874,887,29-May-25,17:54:10,purchase_success,NULL,
16479,2852,1625,12-Sep-25,05:57:03,purchase_success,NULL,
16494,24584,6378,06-Mar-25,06:20:06,purchase_success,NULL,
16541,18319,6131,27-Jan-25,14:25:39,purchase_success,NULL,
16544,4789,5816,15-Jun-25,15:17:06,purchase_success,NULL,
16588,22187,5759,20-Jan-25,00:32:59,purchase_success,NULL,
16633,12399,7937,18-Jan-26,20:54:45,purchase_success,NULL,
16639,10318,4948,11-Sep-25,04:33:48,purchase_success,NULL,
16644,21546,5937,27-Jul-25,00:02:54,purchase_success,NULL,
16670,1117,4119,10-Nov-25,11:14:17,purchase_success,NULL,
16704,12959,4239,14-Dec-25,18:57:31,purchase_success,NULL,
16717,1451,2675,30-Jul-25,18:03:33,purchase_success,NULL,
16729,7476,5508,05-Mar-25,08:05:37,purchase_success,NULL,
16730,29235,2086,08-Jan-25,21:28:23,purchase_success,NULL,
16733,12223,4390,06-Jun-25,10:27:45,purchase_success,NULL,
16772,22584,4207,15-May-25,21:58:37,purchase_success,NULL,
16773,34295,6824,06-Jan-26,06:20:53,purchase_success,NULL,
16779,28522,7737,28-Aug-25,04:26:27,purchase_success,NULL,
16780,3952,4889,17-Oct-25,01:06:02,purchase_success,NULL,
16801,23377,336,09-Dec-25,02:38:49,purchase_success,NULL,
16849,12159,2952,26-Dec-25,11:49:25,purchase_success,NULL,
16859,7432,4806,04-Jan-26,19:52:42,purchase_success,NULL,
16864,11376,155,11-Jun-25,05:22:50,purchase_success,NULL,
16894,31433,6287,29-Apr-25,17:26:10,purchase_success,NULL,
16927,28973,3378,05-Jun-25,19:28:11,purchase_success,NULL,
16928,2809,2046,14-Dec-25,16:13:51,purchase_success,NULL,
16973,29465,3797,29-Apr-25,23:24:14,purchase_success,NULL,
16978,5586,658,20-Sep-25,18:55:38,purchase_success,NULL,
16983,9220,7548,12-Jan-26,02:41:56,purchase_success,NULL,
17026,24616,4246,20-Nov-25,23:28:57,purchase_success,NULL,
17050,23266,2703,11-Sep-25,02:01:46,purchase_success,NULL,
17077,28671,78,03-Jun-25,00:38:51,purchase_success,NULL,
17110,11645,4880,05-May-25,10:02:33,purchase_success,NULL,
17158,23343,2968,02-Jun-25,00:17:23,purchase_success,NULL,
17203,31453,5174,22-Apr-25,22:22:04,purchase_success,NULL,
17204,13282,3760,13-Apr-25,04:45:55,purchase_success,NULL,
17234,16585,7669,18-Apr-25,14:28:03,purchase_success,NULL,
17316,12459,2266,09-Nov-25,16:33:18,purchase_success,NULL,
17370,11613,4767,05-Jan-25,08:54:35,purchase_success,NULL,
17400,30794,3254,21-Sep-25,00:51:32,purchase_success,NULL,
17408,32135,7478,13-Apr-25,10:45:21,purchase_success,NULL,
17428,748,3484,20-Mar-25,19:05:08,purchase_success,NULL,
17439,9228,7642,13-Oct-25,08:29:56,purchase_success,NULL,
17487,14336,5788,16-May-25,14:30:44,purchase_success,NULL,
17501,27321,3003,27-Dec-25,11:30:12,purchase_success,NULL,
17538,3044,2886,11-Jan-26,13:18:11,purchase_success,NULL,
17570,31430,6492,03-Aug-25,18:20:18,purchase_success,NULL,
17574,31012,7662,14-Sep-25,03:13:48,purchase_success,NULL,
17616,8036,2403,05-Jan-26,06:16:47,purchase_success,NULL,
17633,27545,3800,16-Jun-25,10:09:29,purchase_success,NULL,
17639,19975,2700,27-Mar-25,14:08:58,purchase_success,NULL,
17663,6795,2977,01-Feb-25,00:45:35,purchase_success,NULL,
17681,17477,890,11-Apr-25,23:18:11,purchase_success,NULL,
17683,15330,2400,20-Sep-25,02:01:05,purchase_success,NULL,
17686,8705,2725,05-Dec-25,00:33:37,purchase_success,NULL,
17695,30078,6333,03-Jul-25,22:19:54,purchase_success,NULL,
17708,11436,7267,01-Apr-25,04:26:14,purchase_success,NULL,
17750,17559,7563,02-Sep-25,13:12:20,purchase_success,NULL,
17817,877,859,14-Jan-26,20:08:59,purchase_success,NULL,
17820,16602,61,07-Mar-25,09:24:15,purchase_success,NULL,
17853,25279,7194,15-Nov-25,11:04:01,purchase_success,NULL,
17866,23680,5992,11-Aug-25,07:47:57,purchase_success,NULL,
17872,12160,6458,05-Jul-25,04:56:00,purchase_success,NULL,
17890,20941,4714,23-Nov-25,13:51:29,purchase_success,NULL,
17920,9394,6088,20-Sep-25,18:21:19,purchase_success,NULL,
17969,28703,1728,23-Apr-25,15:25:04,purchase_success,NULL,
18006,19363,6529,15-Apr-25,00:55:16,purchase_success,NULL,
18009,26581,6939,19-Nov-25,23:47:01,purchase_success,NULL,
18064,10377,4791,22-Aug-25,11:32:50,purchase_success,NULL,
18075,9955,4474,26-Jun-25,06:19:17,purchase_success,NULL,
18092,30512,2121,20-Dec-25,11:12:38,purchase_success,NULL,
18110,26192,7729,07-Jun-25,20:54:59,purchase_success,NULL,
18123,9304,6067,21-May-25,21:30:02,purchase_success,NULL,
18153,32770,4531,20-Aug-25,03:45:32,purchase_success,NULL,
18208,13289,6417,07-Mar-25,14:16:19,purchase_success,NULL,
18227,33519,1725,30-Jan-25,09:49:38,purchase_success,NULL,
18229,5882,1836,26-Jul-25,19:05:38,purchase_success,NULL,
18246,25786,2260,13-Feb-25,14:41:40,purchase_success,NULL,
18256,3174,1584,15-Jan-26,17:28:05,purchase_success,NULL,
18313,21947,7146,18-Jan-26,11:19:36,purchase_success,NULL,
18332,17611,1468,20-Jun-25,17:06:22,purchase_success,NULL,
18354,6931,7932,23-Jan-25,09:21:24,purchase_success,NULL,
18358,22646,2834,05-Oct-25,01:41:03,purchase_success,NULL,
18435,2722,2329,28-Dec-25,16:30:11,purchase_success,NULL,
18438,9795,7902,16-Aug-25,19:10:09,purchase_success,NULL,
18459,2435,4812,25-Dec-25,16:27:44,purchase_success,NULL,
18464,6920,4527,18-Oct-25,07:23:30,purchase_success,NULL,
18516,4887,6603,05-Oct-25,02:34:42,purchase_success,NULL,
