assignment_id,experiment_id,user_id,variant,assigned_date
12078,10,7644,A,19-May-25
12082,10,1916,A,18-Jan-26
12137,10,7211,A,04-Jul-25
12170,10,1907,A,23-Mar-25
12175,10,1865,A,09-Jun-25
12190,10,3479,A,04-Sep-25
12230,10,3848,A,26-Jan-25
12276,10,6072,A,05-Jun-25
12312,10,7949,A,26-Dec-25
12341,10,3631,A,15-Aug-25
12346,10,2757,A,15-Jan-25
12366,10,5831,A,08-Aug-25
12369,10,5283,A,18-Jan-26
12370,10,7910,A,26-Oct-25
12399,10,6345,A,09-Dec-25
12454,10,4055,A,02-Jan-25
12457,10,2268,A,04-Apr-25
12477,10,3049,A,28-Mar-25
12533,10,1677,A,12-Dec-25
12615,10,5590,A,07-Jul-25
12637,10,2867,A,31-Oct-25
12640,10,3311,A,29-Oct-25
12656,10,2366,A,25-Nov-25
12658,10,1742,A,04-Dec-25
12672,10,6522,A,28-Nov-25
12756,10,7549,A,08-Dec-25
12779,10,7537,A,02-Feb-25
12809,10,1714,A,04-Apr-25
12839,10,1182,A,28-Dec-25
12841,10,1344,A,04-Jul-25
12850,10,1740,A,10-Jan-26
12878,10,3964,A,24-May-25
12896,10,7744,A,20-Jun-25
12917,10,4965,A,09-Aug-25
12944,10,5411,A,11-May-25
12947,10,940,A,17-Sep-25
13012,10,1464,A,14-Feb-25
13030,10,4384,A,18-Jul-25
13033,10,768,A,31-Dec-25
13101,10,2756,A,27-Sep-25
13155,10,7647,A,15-Mar-25
13170,10,5706,A,08-Jun-25
13181,10,4598,A,19-Dec-25
13198,10,5717,A,06-Nov-25
13201,10,700,A,25-Sep-25
13208,10,7479,A,14-Nov-25
13211,10,6065,A,25-Oct-25
13228,10,399,A,03-Jun-25
13254,10,6469,A,26-Sep-25
13257,10,3348,A,17-Jul-25
13271,10,7066,A,07-Jan-25
13276,10,613,A,01-Apr-25
13279,10,5668,A,21-May-25
13298,10,264,A,26-Oct-25
13306,10,7871,A,03-Mar-25
13343,10,3795,A,20-Aug-25
13345,10,3893,A,02-Jul-25
13407,10,6362,A,25-Sep-25
13429,10,5855,A,12-May-25
13434,10,5272,A,20-Jun-25
13449,10,7927,A,23-Jan-25
13450,10,1187,A,11-Apr-25
13452,10,7682,A,28-Jan-25
13514,10,5088,A,10-Oct-25
13536,10,852,A,03-Jun-25
13602,10,1221,A,11-Jan-25
13638,10,3366,A,19-May-25
13653,10,7702,A,12-Dec-25
13682,10,2190,A,07-Aug-25
13698,10,6989,A,31-Jul-25
13712,10,5390,A,31-May-25
13713,10,2083,A,04-May-25
13741,10,4027,A,15-Jun-25
13743,10,5504,A,13-Jun-25
13755,10,2934,A,17-Jan-26
13793,10,4520,A,10-Apr-25
13803,10,5524,A,17-Oct-25
13810,10,2633,A,26-Apr-25
13842,10,5426,A,27-Nov-25
13883,10,4432,A,26-Dec-25
13890,10,1033,A,19-Feb-25
13940,10,4783,A,24-Oct-25
13959,10,1422,A,24-Aug-25
13964,10,1806,A,17-Jul-25
13979,10,7597,A,15-Mar-25
14019,10,4153,A,08-Jul-25
14023,10,3492,A,02-Mar-25
14050,10,6956,A,25-Oct-25
14070,10,1216,A,07-Oct-25
14088,10,1160,A,07-Nov-25
14101,10,5571,A,24-Apr-25
14106,10,7723,A,17-Mar-25
14116,10,5556,A,22-Jun-25
14166,10,530,A,04-Apr-25
14228,10,7647,A,27-Oct-25
14261,10,5072,A,04-Aug-25
14267,10,2091,A,11-Mar-25
14269,10,5911,A,21-Aug-25
14285,10,5161,A,19-Oct-25
14312,10,7820,A,23-Apr-25
14316,10,586,A,27-Jan-25
14320,10,3831,A,20-Jun-25
14371,10,2412,A,12-Jun-25
14431,10,6875,A,26-Oct-25
14437,10,1430,A,23-Jan-25
14470,10,6496,A,12-Feb-25
14474,10,5830,A,27-Sep-25
14528,10,7611,A,04-Jan-26
14559,10,2079,A,20-Sep-25
14571,10,4220,A,19-Jul-25
14613,10,1056,A,03-Feb-25
14654,10,7152,A,27-Dec-25
14720,10,7168,A,01-Apr-25
14752,10,4680,A,21-Dec-25
14803,10,2364,A,13-Jan-26
14818,10,7162,A,16-Jan-26
14831,10,2208,A,10-Jul-25
14857,10,383,A,04-Jan-26
14917,10,6339,A,08-Apr-25
14929,10,7583,A,01-Feb-25
14931,10,5021,A,09-Dec-25
14937,10,6291,A,25-Jan-25
14945,10,2229,A,09-Jun-25
14947,10,1354,A,30-Aug-25
14964,10,4892,A,30-Nov-25
14976,10,1943,A,24-Feb-25
14995,10,6136,A,14-Jul-25
15056,10,4978,A,09-Jan-26
15216,10,3078,A,14-Apr-25
15238,10,5962,A,09-Aug-25
15243,10,5752,A,05-Apr-25
15264,10,6356,A,02-Jun-25
15265,10,1139,A,14-Mar-25
15287,10,8,A,16-Jan-26
15301,10,7173,A,23-Mar-25
15305,10,269,A,20-May-25
15337,10,6193,A,09-Jan-25
15367,10,1958,A,13-Sep-25
15402,10,1790,A,27-Jun-25
15439,10,3044,A,02-Dec-25
15474,10,6119,A,28-Nov-25
15485,10,2941,A,13-Oct-25
15563,10,7840,A,01-May-25
15586,10,1585,A,03-Jun-25
15633,10,7226,A,07-Sep-25
15653,10,5766,A,11-Aug-25
15661,10,1037,A,27-Feb-25
15667,10,7734,A,14-Sep-25
15669,10,240,A,05-Feb-25
15671,10,6342,A,13-Mar-25
15672,10,5587,A,27-Oct-25
15712,10,3828,A,11-Jul-25
15713,10,1932,A,11-May-25
15740,10,935,A,15-May-25
15744,10,5702,A,07-Jul-25
15843,10,3234,A,06-Nov-25
15863,10,5696,A,17-May-25
15868,10,1643,A,24-Apr-25
15898,10,2293,A,13-Dec-25
15918,10,4704,A,07-Mar-25
15949,10,3014,A,25-Feb-25
15956,10,1733,A,12-Mar-25
15962,10,1107,A,10-Feb-25
15966,10,2309,A,22-Jul-25
16006,10,7935,A,21-Sep-25
16011,10,1786,A,16-Nov-25
16035,10,5089,A,12-Nov-25
16046,10,1872,A,23-Aug-25
16050,10,7582,A,01-Jan-26
16094,10,2062,A,18-Nov-25
16096,10,473,A,20-Nov-25
16113,10,1754,A,19-Jan-25
16120,10,7967,A,27-Dec-25
16129,10,5806,A,16-Oct-25
16152,10,7577,A,03-Jun-25
16160,10,6802,A,22-Sep-25
16162,10,4039,A,11-Dec-25
16196,10,1180,A,23-Apr-25
16241,10,6349,A,31-Jul-25
16288,10,362,A,15-May-25
16373,10,840,A,26-Sep-25
16374,10,5201,A,23-Jun-25
16399,10,7218,A,26-Dec-25
16401,10,411,A,04-Jan-25
16419,10,2317,A,27-Feb-25
16446,10,4326,A,27-May-25
16459,10,6250,A,30-Oct-25
16483,10,1335,A,02-May-25
16550,10,429,A,21-May-25
16554,10,7577,A,10-May-25
16595,10,3478,A,23-Jan-25
16606,10,3773,A,03-Oct-25
16639,10,7775,A,12-Jun-25
16694,10,5026,A,25-Sep-25
16702,10,2774,A,07-Aug-25
16771,10,5272,A,19-Jul-25
16772,10,796,A,22-May-25
16807,10,5009,A,24-Mar-25
16809,10,5564,A,21-Feb-25
16843,10,2631,A,26-Sep-25
16869,10,6214,A,30-Sep-25
16888,10,4768,A,22-Apr-25
16894,10,7174,A,21-Aug-25
16907,10,116,A,20-Jun-25
16909,10,3283,A,02-Dec-25
16922,10,5029,A,05-Jan-25
16939,10,4382,A,29-Jun-25
16948,10,4672,A,04-Apr-25
16987,10,6445,A,25-Mar-25
16990,10,1403,A,21-Jul-25
17003,10,7293,A,07-Jan-26
17032,10,3740,A,12-Jun-25
17039,10,7689,A,05-Aug-25
17058,10,1272,A,18-Jun-25
17062,10,7937,A,26-Sep-25
17064,10,223,A,30-Sep-25
17087,10,6133,A,09-Feb-25
17089,10,6688,A,04-Feb-25
17124,10,7029,A,29-Mar-25
17138,10,5433,A,04-Aug-25
17159,10,1881,A,13-Feb-25
17172,10,2569,A,10-Dec-25
17178,10,5982,A,27-Aug-25
17207,10,7249,A,19-Jun-25
17214,10,2167,A,27-Mar-25
17272,10,4602,A,09-Jun-25
17289,10,5429,A,03-Jan-25
17321,10,1617,A,08-Dec-25
17347,10,4281,A,22-Sep-25
17354,10,633,A,23-Oct-25
17359,10,6641,A,08-Jan-25
17379,10,4494,A,23-Feb-25
17388,10,7473,A,05-Mar-25
17468,10,3954,A,05-Jan-26
17528,10,3651,A,14-Nov-25
17552,10,4341,A,29-Apr-25
17592,10,7471,A,01-Oct-25
17629,10,345,A,13-Apr-25
17630,10,7553,A,11-Jun-25
17684,10,2961,A,24-Aug-25
17698,10,2894,A,16-Apr-25
17766,10,2930,A,18-Nov-25
17833,10,5780,A,03-Feb-25
17839,10,1923,A,10-Sep-25
17867,10,231,A,06-Jul-25
17880,10,7503,A,17-Nov-25
17891,10,3789,A,07-May-25
17895,10,7083,A,11-Apr-25
17912,10,7175,A,17-Oct-25
17955,10,6395,A,28-Sep-25
17968,10,343,A,04-Jun-25
17974,10,3188,A,16-Sep-25
17977,10,3996,A,27-Jul-25
17995,10,2628,A,01-Mar-25
18022,10,7325,A,29-Apr-25
18032,10,3158,A,27-Dec-25
18048,10,6152,A,01-Oct-25
18105,10,6821,A,25-Sep-25
18141,10,2542,A,04-Jan-26
18208,10,4256,A,17-Mar-25
18215,10,6379,A,03-Jul-25
18223,10,1592,A,16-Dec-25
18268,10,6647,A,02-Jan-25
18320,10,6370,A,20-Aug-25
18323,10,6454,A,21-Dec-25
18357,10,6677,A,06-Aug-25
18379,10,7561,A,21-Oct-25
18403,10,916,A,05-Jan-25
18419,10,85,A,25-Nov-25
18431,10,72,A,28-Dec-25
18535,10,11,A,22-Apr-25
18542,10,5043,A,07-Mar-25
18612,10,1943,A,06-Jan-25
18628,10,5990,A,01-Sep-25
18686,10,7062,A,07-Feb-25
18692,10,7531,A,02-Dec-25
18739,10,2478,A,05-Aug-25
18789,10,1801,A,10-May-25
18823,10,4,A,31-Dec-25
18825,10,4134,A,11-Apr-25
18827,10,1059,A,12-Sep-25
18952,10,7505,A,27-Feb-25
19013,10,2429,A,12-Sep-25
19027,10,5969,A,08-Dec-25
19033,10,2309,A,10-Dec-25
19041,10,4259,A,22-Apr-25
19067,10,2958,A,11-May-25
19095,10,6045,A,31-May-25
19137,10,3544,A,01-Jan-25
19152,10,2972,A,03-Feb-25
19177,10,7776,A,01-Oct-25
19188,10,3118,A,12-Oct-25
19201,10,2046,A,12-Jul-25
19225,10,7292,A,30-May-25
19245,10,852,A,14-Jul-25
19263,10,5985,A,01-Feb-25
19292,10,3119,A,27-Dec-25
19323,10,1693,A,12-Jan-26
19367,10,5918,A,09-Feb-25
19401,10,1692,A,09-Feb-25
19412,10,3875,A,12-Apr-25
19419,10,4525,A,01-Jan-26
19428,10,862,A,21-Aug-25
19457,10,1757,A,14-Oct-25
19485,10,363,A,18-Sep-25
19567,10,7711,A,23-Nov-25
19589,10,110,A,25-Jun-25
19607,10,3008,A,01-Nov-25
19644,10,6630,A,29-Nov-25
19690,10,4672,A,10-Jul-25
19693,10,4246,A,21-Jan-25
19707,10,4552,A,16-Jun-25
19719,10,5099,A,24-Nov-25
19749,10,785,A,31-Mar-25
19791,10,1082,A,30-Dec-25
19824,10,3319,A,18-Jun-25
19826,10,7599,A,05-Oct-25
19828,10,3675,A,23-Aug-25
19862,10,4724,A,12-Feb-25
19892,10,7714,A,19-Jul-25
19910,10,1837,A,06-Dec-25
19922,10,944,A,28-May-25
19938,10,3900,A,19-Dec-25
19943,10,6824,A,13-Oct-25
19946,10,6447,A,07-Mar-25
19960,10,415,A,18-Dec-25
19977,10,2785,A,30-Jun-25
19988,10,1232,A,11-Jan-25
19992,10,37,A,04-Dec-25
17,6,1996,A,19-Oct-25
54,6,4396,A,12-Nov-25
70,6,913,A,14-Oct-25
75,6,5993,A,27-Dec-25
80,6,1028,A,14-Aug-25
91,6,1154,A,22-Apr-25
162,6,5764,A,27-Jun-25
187,6,391,A,05-Jul-25
215,6,1599,A,28-Aug-25
228,6,468,A,27-Mar-25
257,6,702,A,28-Oct-25
260,6,5442,A,13-Mar-25
263,6,5148,A,09-Aug-25
264,6,6630,A,14-Apr-25
270,6,614,A,02-Jan-25
275,6,1356,A,12-Apr-25
300,6,2171,A,13-Jul-25
340,6,4537,A,07-Mar-25
359,6,443,A,28-Mar-25
388,6,4380,A,02-Mar-25
400,6,3220,A,22-Feb-25
403,6,3108,A,27-Sep-25
409,6,3304,A,24-Jun-25
416,6,4710,A,21-Feb-25
419,6,1761,A,20-May-25
424,6,7673,A,14-Nov-25
434,6,5410,A,03-Nov-25
438,6,116,A,28-Feb-25
439,6,7769,A,05-Jan-25
495,6,1698,A,06-Mar-25
507,6,3051,A,26-Nov-25
594,6,6165,A,18-Mar-25
671,6,37,A,23-Mar-25
679,6,2684,A,07-Jul-25
745,6,1485,A,18-Oct-25
747,6,5704,A,09-Nov-25
750,6,6475,A,06-Nov-25
753,6,789,A,18-Mar-25
757,6,6693,A,19-Nov-25
763,6,4043,A,17-Nov-25
775,6,1046,A,02-Nov-25
880,6,7205,A,04-Jul-25
885,6,208,A,12-Oct-25
930,6,6093,A,21-Sep-25
984,6,7051,A,02-Jan-25
989,6,466,A,11-Nov-25
997,6,6747,A,22-Jan-25
1002,6,4340,A,24-Nov-25
1009,6,2695,A,12-Jan-25
1014,6,7263,A,23-Oct-25
1022,6,181,A,23-Feb-25
1032,6,7083,A,08-Dec-25
1132,6,4617,A,17-Feb-25
1149,6,7189,A,03-Sep-25
1151,6,5990,A,15-Jan-26
1174,6,1558,A,24-Nov-25
1190,6,5681,A,09-Dec-25
1195,6,4966,A,25-Jul-25
1200,6,1787,A,29-Nov-25
1351,6,7761,A,22-Apr-25
1359,6,4249,A,08-Aug-25
1409,6,7744,A,05-Apr-25
1422,6,1771,A,22-Aug-25
1435,6,4394,A,15-Jan-26
1445,6,3312,A,24-Jul-25
1451,6,4257,A,09-Jun-25
1456,6,6056,A,13-Nov-25
1476,6,6318,A,14-Jan-26
1507,6,3472,A,05-Sep-25
1518,6,2514,A,01-Jan-26
1535,6,7594,A,22-Jul-25
1560,6,2548,A,09-Mar-25
1583,6,1337,A,03-Sep-25
1635,6,643,A,26-Feb-25
1644,6,5761,A,21-Mar-25
1702,6,2229,A,05-Sep-25
1751,6,5089,A,02-Mar-25
1753,6,2084,A,23-Mar-25
1822,6,210,A,21-May-25
1836,6,7924,A,18-Nov-25
1909,6,492,A,01-Jan-26
1954,6,1228,A,09-Jan-25
2023,6,389,A,10-Feb-25
2046,6,6667,A,27-May-25
2048,6,3079,A,24-Nov-25
2080,6,4545,A,01-Jan-26
2083,6,6617,A,15-Oct-25
2086,6,625,A,19-Oct-25
2092,6,5985,A,22-Apr-25
2096,6,1266,A,09-Jan-25
2112,6,456,A,10-Oct-25
2130,6,152,A,16-Mar-25
2146,6,5455,A,08-Jun-25
2281,6,6343,A,03-Jan-25
2285,6,1463,A,01-Dec-25
2288,6,7994,A,31-Mar-25
2289,6,7649,A,08-Apr-25
2305,6,2487,A,14-Mar-25
2355,6,4983,A,30-Jun-25
2403,6,6402,A,04-May-25
2438,6,2281,A,09-Feb-25
2446,6,4328,A,12-Dec-25
2456,6,3847,A,07-Jun-25
2469,6,5213,A,07-Nov-25
2481,6,6407,A,30-Jul-25
2491,6,4172,A,09-Sep-25
2496,6,1118,A,06-Apr-25
2506,6,5167,A,04-Jul-25
2509,6,2401,A,20-Mar-25
2519,6,4779,A,17-Jul-25
2521,6,6218,A,26-Nov-25
2563,6,3421,A,28-Mar-25
2617,6,4115,A,31-May-25
2623,6,4539,A,13-Jun-25
2638,6,4750,A,17-Aug-25
2639,6,951,A,18-Jul-25
2691,6,5184,A,20-Mar-25
2697,6,577,A,10-Jan-25
2707,6,6245,A,03-Sep-25
2732,6,928,A,11-Oct-25
2736,6,4374,A,06-Sep-25
2778,6,4004,A,21-Oct-25
2806,6,7771,A,15-Aug-25
2817,6,2201,A,10-Dec-25
2830,6,1874,A,07-Aug-25
2875,6,5816,A,13-Mar-25
2899,6,4576,A,31-Aug-25
2911,6,7856,A,01-Aug-25
2913,6,1195,A,30-Apr-25
2917,6,3581,A,01-Jan-26
2959,6,815,A,18-Feb-25
3000,6,3701,A,10-Mar-25
3004,6,6731,A,12-Jan-25
3014,6,3768,A,02-Sep-25
3018,6,7251,A,03-Feb-25
3020,6,2271,A,04-Feb-25
3022,6,5368,A,05-Jan-25
3036,6,5633,A,11-Dec-25
3044,6,4332,A,08-Mar-25
3131,6,7015,A,17-Jan-26
3143,6,6435,A,10-May-25
3195,6,467,A,27-Jan-25
3208,6,2656,A,13-Aug-25
3214,6,2651,A,01-Dec-25
3227,6,2804,A,26-Jul-25
3228,6,4513,A,30-Nov-25
3237,6,7379,A,31-Dec-25
3316,6,3200,A,13-Jan-25
3335,6,2478,A,24-Aug-25
3336,6,1152,A,02-May-25
3337,6,6051,A,25-Jan-25
3353,6,4553,A,01-Jan-26
3361,6,779,A,17-Jan-25
3365,6,5738,A,15-Jan-25
3386,6,2313,A,13-Jan-25
3395,6,1645,A,22-Jun-25
3399,6,6224,A,25-Sep-25
3450,6,2743,A,06-Sep-25
3492,6,4215,A,26-Jul-25
3493,6,3905,A,30-Oct-25
3542,6,5307,A,24-May-25
3548,6,4638,A,29-Dec-25
3556,6,3774,A,03-Jan-26
3586,6,1691,A,01-Jun-25
3605,6,1170,A,05-Aug-25
3611,6,5520,A,12-Dec-25
3616,6,3095,A,08-Apr-25
3624,6,7461,A,14-Dec-25
3634,6,3753,A,06-Jun-25
3640,6,6518,A,08-May-25
3680,6,5345,A,18-Jan-26
3709,6,5326,A,01-Feb-25
3748,6,4326,A,13-Oct-25
3750,6,2804,A,09-Jan-26
3784,6,2656,A,06-Feb-25
3814,6,6897,A,16-Jul-25
3843,6,287,A,14-Feb-25
3890,6,1388,A,19-Jan-25
3894,6,3715,A,27-Apr-25
3903,6,2598,A,13-Dec-25
3907,6,4655,A,11-May-25
3919,6,7969,A,01-Dec-25
3942,6,4073,A,23-Jun-25
3946,6,6790,A,21-Oct-25
3953,6,5445,A,13-Apr-25
3978,6,5577,A,19-May-25
4041,6,1125,A,18-Nov-25
4051,6,5498,A,05-Mar-25
4103,6,963,A,19-Apr-25
4133,6,5514,A,13-Apr-25
4142,6,6210,A,28-Aug-25
4176,6,703,A,24-Mar-25
4203,6,6181,A,19-Jul-25
4270,6,3237,A,10-May-25
4357,6,246,A,04-Aug-25
4365,6,4271,A,24-Apr-25
4373,6,2993,A,07-Oct-25
4382,6,5363,A,30-Jun-25
4385,6,484,A,15-May-25
4436,6,6674,A,07-Apr-25
4488,6,4605,A,19-Sep-25
4489,6,6251,A,04-Jan-26
4558,6,7695,A,20-May-25
4612,6,4364,A,14-Oct-25
4628,6,5673,A,22-Apr-25
4631,6,1163,A,02-Mar-25
4633,6,3566,A,17-Jan-26
4638,6,5004,A,22-Apr-25
4713,6,3954,A,12-Apr-25
4741,6,55,A,21-Jul-25
4748,6,7616,A,18-Aug-25
4765,6,3316,A,02-Apr-25
4795,6,150,A,01-Jan-25
4815,6,1144,A,02-Nov-25
4846,6,3469,A,17-Oct-25
4939,6,3210,A,23-Jun-25
4946,6,2610,A,08-May-25
4979,6,6023,A,11-Jan-25
4984,6,1514,A,02-Jan-26
4985,6,7242,A,29-Oct-25
4996,6,1588,A,15-Jun-25
4999,6,6882,A,12-Jun-25
5012,6,7935,A,31-Jul-25
5026,6,2936,A,21-Aug-25
5037,6,7131,A,14-Nov-25
5102,6,3018,A,21-Feb-25
5114,6,1591,A,15-Feb-25
5123,6,3639,A,03-Mar-25
5128,6,683,A,06-Dec-25
5171,6,2296,A,07-Mar-25
5183,6,3751,A,09-Dec-25
5198,6,4358,A,12-Oct-25
5200,6,2291,A,19-Jul-25
5209,6,4524,A,12-Apr-25
5239,6,4984,A,13-Jan-26
5319,6,288,A,20-May-25
5334,6,5622,A,16-Sep-25
5354,6,314,A,09-Oct-25
5453,6,7930,A,25-Jan-25
5458,6,1953,A,12-Oct-25
5475,6,7883,A,03-Oct-25
5507,6,6906,A,25-Nov-25
5553,6,3640,A,25-Apr-25
5555,6,6423,A,17-Mar-25
5593,6,5783,A,23-Nov-25
5650,6,5030,A,16-Apr-25
5698,6,2305,A,26-Jan-25
5707,6,7154,A,16-May-25
5742,6,932,A,25-Mar-25
5775,6,4606,A,27-Dec-25
5796,6,1231,A,06-Nov-25
5848,6,2318,A,01-Apr-25
5873,6,2224,A,03-Aug-25
5882,6,5639,A,23-Apr-25
5908,6,3649,A,25-Dec-25
5915,6,6486,A,01-Jun-25
5940,6,2975,A,22-Nov-25
5959,6,5462,A,14-Jan-26
5965,6,558,A,06-Apr-25
5970,6,1381,A,28-Jul-25
5986,6,4990,A,15-Sep-25
5999,6,7860,A,03-Jan-26
6022,6,2882,A,21-Sep-25
6028,6,651,A,28-Jan-25
6045,6,6095,A,07-Apr-25
6091,6,4954,A,13-Mar-25
6107,6,6902,A,23-Jul-25
6114,6,35,A,19-Apr-25
6232,6,6560,A,04-Jan-26
6234,6,4761,A,27-Aug-25
6237,6,6955,A,15-Jan-26
6283,6,5203,A,02-Dec-25
6295,6,2450,A,21-Apr-25
6301,6,1757,A,25-Dec-25
6310,6,6562,A,07-Jan-25
6317,6,6283,A,28-Jan-25
6398,6,3765,A,14-Aug-25
6399,6,6143,A,30-Mar-25
6421,6,3338,A,22-May-25
6430,6,2506,A,24-Oct-25
6448,6,2881,A,20-Jul-25
6459,6,6570,A,21-Jun-25
6477,6,4568,A,10-Mar-25
6505,6,7840,A,15-Jun-25
6512,6,2007,A,03-Mar-25
6533,6,2555,A,21-Jun-25
6535,6,4025,A,05-Mar-25
6536,6,500,A,28-Nov-25
6570,6,5508,A,11-Nov-25
6610,6,6022,A,25-Aug-25
6640,6,1429,A,18-Sep-25
6673,6,1168,A,01-Jul-25
6675,6,1812,A,10-Dec-25
6679,6,6007,A,08-Jun-25
6702,6,3205,A,15-Mar-25
6739,6,160,A,19-Oct-25
6744,6,3046,A,03-Sep-25
6868,6,2941,A,19-Nov-25
6885,6,6748,A,11-Aug-25
6900,6,5741,A,06-Oct-25
6960,6,4067,A,18-Oct-25
6977,6,2463,A,23-Feb-25
6991,6,6165,A,08-Feb-25
6994,6,849,A,10-Jan-25
7011,6,2698,A,05-Apr-25
7072,6,4460,A,20-Jun-25
7104,6,364,A,29-Jan-25
7109,6,6642,A,11-Apr-25
7112,6,5098,A,07-Dec-25
7166,6,6557,A,17-Nov-25
7179,6,2297,A,22-Aug-25
7195,6,2118,A,03-Jul-25
7206,6,7157,A,28-Jan-25
7287,6,2069,A,03-Aug-25
7288,6,5086,A,28-Mar-25
7293,6,5714,A,24-Mar-25
7301,6,3215,A,03-Oct-25
7318,6,7989,A,17-Feb-25
7375,6,6709,A,10-Dec-25
7381,6,5824,A,09-Oct-25
7388,6,7084,A,24-Feb-25
7420,6,5018,A,09-Dec-25
7449,6,2837,A,10-Mar-25
7468,6,5538,A,10-Dec-25
7514,6,1750,A,17-Mar-25
7580,6,4972,A,20-Apr-25
7581,6,4327,A,24-Dec-25
7596,6,5965,A,10-May-25
7603,6,5849,A,23-Apr-25
7623,6,725,A,10-Aug-25
7637,6,2393,A,10-May-25
7641,6,7619,A,21-Jan-25
7663,6,7028,A,17-Apr-25
7689,6,5532,A,02-May-25
7740,6,4023,A,27-Dec-25
7760,6,3023,A,10-Aug-25
7779,6,5450,A,13-Jun-25
7804,6,4994,A,22-Mar-25
7819,6,4625,A,18-May-25
7827,6,1653,A,27-Aug-25
7853,6,5151,A,13-Sep-25
7888,6,5879,A,23-Jun-25
7908,6,2797,A,21-Mar-25
7929,6,6114,A,27-Feb-25
7935,6,3365,A,14-Mar-25
7976,6,4987,A,13-Oct-25
7989,6,621,A,14-Dec-25
7997,6,6447,A,11-Mar-25
8014,6,2311,A,04-Dec-25
8026,6,2376,A,13-Aug-25
8034,6,2868,A,12-May-25
8063,6,2698,A,12-Oct-25
8088,6,333,A,01-Feb-25
8097,6,1268,A,02-Aug-25
8102,6,3025,A,31-Aug-25
8104,6,7894,A,20-Mar-25
8126,6,5425,A,01-Oct-25
8148,6,3461,A,14-Sep-25
8168,6,5659,A,25-Dec-25
8202,6,879,A,13-Nov-25
8214,6,7131,A,18-Sep-25
8234,6,4708,A,04-Nov-25
8236,6,776,A,21-Oct-25
8248,6,2102,A,05-Jun-25
8291,6,6249,A,05-Jan-25
8335,6,883,A,20-Jan-25
8389,6,354,A,19-Aug-25
8396,6,895,A,19-Jul-25
8399,6,4872,A,09-Jun-25
8425,6,4782,A,29-Nov-25
8428,6,560,A,06-Jun-25
8508,6,2420,A,16-Jul-25
8533,6,5273,A,19-Sep-25
8596,6,874,A,30-Jul-25
8632,6,4682,A,10-May-25
8647,6,1486,A,13-Dec-25
8661,6,7230,A,10-Aug-25
8683,6,8000,A,06-Jul-25
8684,6,2609,A,02-Dec-25
8706,6,3691,A,17-Apr-25
8726,6,4139,A,07-Jul-25
8758,6,5658,A,07-Dec-25
8762,6,4668,A,09-Oct-25
8806,6,2904,A,27-Aug-25
8851,6,1813,A,14-May-25
8863,6,5317,A,29-Aug-25
8867,6,2886,A,12-Aug-25
8900,6,6835,A,10-Jan-26
8905,6,4839,A,13-Feb-25
8985,6,1084,A,18-May-25
8994,6,7315,A,29-Jun-25
8997,6,7209,A,14-Mar-25
8998,6,1503,A,15-Nov-25
9057,6,116,A,12-Oct-25
9064,6,2624,A,20-Jun-25
9100,6,875,A,06-Jan-25
9179,6,1628,A,29-Apr-25
9210,6,1153,A,10-Mar-25
9265,6,2174,A,13-Mar-25
9278,6,688,A,16-Jul-25
9334,6,6947,A,15-Oct-25
9340,6,7012,A,03-Jun-25
9350,6,1791,A,01-Jan-26
9356,6,1684,A,28-Aug-25
9390,6,2365,A,26-Aug-25
9401,6,2372,A,22-Dec-25
9421,6,7999,A,22-May-25
9434,6,7289,A,03-Nov-25
9437,6,638,A,01-Feb-25
9440,6,327,A,14-Nov-25
9455,6,4139,A,14-Aug-25
9464,6,5250,A,09-Nov-25
9481,6,1265,A,25-Sep-25
9486,6,7235,A,23-Nov-25
9492,6,924,A,01-Apr-25
9500,6,1123,A,01-Jan-25
9511,6,7907,A,26-May-25
9536,6,1356,A,09-Apr-25
9540,6,2436,A,05-May-25
9657,6,7324,A,18-Jul-25
9705,6,3181,A,23-Jun-25
9711,6,3273,A,15-Mar-25
9717,6,2317,A,25-Feb-25
9719,6,6496,A,11-Apr-25
9783,6,1856,A,13-Jan-25
9786,6,3042,A,19-Oct-25
9810,6,6148,A,03-Jan-25
9814,6,5901,A,16-Apr-25
9817,6,7866,A,14-Nov-25
9840,6,6728,A,05-Apr-25
9869,6,2034,A,06-Jan-25
9876,6,6109,A,05-Jan-25
9891,6,6701,A,20-Apr-25
9898,6,2804,A,11-Oct-25
9912,6,6308,A,03-Dec-25
9966,6,7228,A,16-Apr-25
9993,6,6067,A,14-Sep-25
10034,6,669,A,13-Feb-25
10035,6,1899,A,16-Oct-25
10039,6,1538,A,10-Feb-25
10044,6,6420,A,14-Jun-25
10057,6,4506,A,03-Nov-25
10098,6,3307,A,05-Apr-25
10106,6,1259,A,16-Apr-25
10114,6,3509,A,26-Jun-25
10117,6,4436,A,08-Aug-25
10123,6,2279,A,08-Jan-26
10160,6,937,A,14-Apr-25
10267,6,7276,A,30-Jun-25
10283,6,5511,A,12-Sep-25
10331,6,6874,A,07-Apr-25
10337,6,2765,A,07-Dec-25
10339,6,2166,A,08-Jan-25
10355,6,734,A,31-Aug-25
10366,6,2051,A,14-Apr-25
10400,6,1112,A,10-Aug-25
10402,6,948,A,15-Sep-25
10426,6,2935,A,03-Feb-25
10468,6,51,A,27-Dec-25
10481,6,7625,A,30-Dec-25
10534,6,1866,A,21-Jun-25
