subscription_id,user_id,plan_id,start_date,end_date,status,cancel_reason
11917,3482,2,12-01-2026,,active,NULL
11930,6763,2,25-01-2025,,active,NULL
11940,1413,2,25-09-2025,,active,NULL
11944,96,2,03-08-2025,,active,NULL
11949,4678,2,07-07-2025,,active,NULL
11958,2809,2,14-11-2025,,active,NULL
11967,418,2,24-04-2025,,active,NULL
11971,7701,2,04-06-2025,,active,NULL
11972,5194,2,07-02-2025,,active,NULL
11978,531,2,24-04-2025,,active,NULL
11985,5425,2,26-12-2025,,active,NULL
11990,3260,2,18-11-2025,,active,NULL
11993,7890,2,02-06-2025,,active,NULL
9,2098,3,14-10-2025,,active,NULL
15,2804,3,30-05-2025,,active,NULL
23,5377,3,13-08-2025,,active,NULL
35,6120,3,30-07-2025,,active,NULL
43,4973,3,19-01-2025,,active,NULL
48,83,3,03-05-2025,,active,NULL
71,4245,3,15-01-2026,,active,NULL
73,2826,3,23-08-2025,,active,NULL
83,7269,3,10-04-2025,,active,NULL
87,2024,3,25-08-2025,,active,NULL
100,6516,3,18-08-2025,,active,NULL
106,2263,3,28-01-2025,,active,NULL
112,5566,3,13-05-2025,,active,NULL
116,1055,3,18-11-2025,,active,NULL
117,7002,3,20-01-2025,,active,NULL
123,4212,3,05-02-2025,,active,NULL
126,5421,3,08-03-2025,,active,NULL
128,2920,3,30-01-2025,,active,NULL
134,3909,3,17-10-2025,,active,NULL
135,4613,3,20-07-2025,,active,NULL
141,3724,3,12-01-2025,,active,NULL
177,4519,3,16-09-2025,,active,NULL
196,4938,3,08-02-2025,,active,NULL
198,6389,3,28-04-2025,,active,NULL
215,7069,3,10-06-2025,,active,NULL
218,5958,3,12-04-2025,,active,NULL
226,5934,3,03-01-2025,,active,NULL
238,5704,3,19-01-2025,,active,NULL
267,7790,3,23-06-2025,,active,NULL
286,4439,3,25-11-2025,,active,NULL
323,2760,3,24-12-2025,,active,NULL
334,1371,3,30-03-2025,,active,NULL
340,6388,3,30-12-2025,,active,NULL
360,3136,3,01-12-2025,,active,NULL
383,4719,3,23-08-2025,,active,NULL
388,4779,3,02-11-2025,,active,NULL
392,4806,3,09-04-2025,,active,NULL
409,5997,3,04-01-2025,,active,NULL
413,310,3,28-08-2025,,active,NULL
430,4411,3,31-08-2025,,active,NULL
443,5760,3,09-01-2025,,active,NULL
456,2268,3,16-02-2025,,active,NULL
481,1494,3,01-04-2025,,active,NULL
491,5400,3,02-10-2025,,active,NULL
505,1568,3,21-02-2025,,active,NULL
506,3335,3,24-02-2025,,active,NULL
516,1438,3,27-01-2025,,active,NULL
517,6800,3,09-06-2025,,active,NULL
550,1971,3,11-12-2025,,active,NULL
553,4222,3,11-02-2025,,active,NULL
554,7130,3,12-04-2025,,active,NULL
568,6192,3,09-05-2025,,active,NULL
578,5353,3,09-11-2025,,active,NULL
597,6500,3,30-08-2025,,active,NULL
623,2864,3,23-08-2025,,active,NULL
628,4090,3,06-07-2025,,active,NULL
656,7595,3,28-12-2025,,active,NULL
666,7033,3,12-06-2025,,active,NULL
681,1169,3,16-08-2025,,active,NULL
689,7540,3,27-11-2025,,active,NULL
704,2990,3,02-08-2025,,active,NULL
708,1185,3,18-01-2026,,active,NULL
723,52,3,11-02-2025,,active,NULL
724,5040,3,26-02-2025,,active,NULL
729,7195,3,03-08-2025,,active,NULL
739,6173,3,15-12-2025,,active,NULL
747,6797,3,18-09-2025,,active,NULL
750,2346,3,02-06-2025,,active,NULL
761,4856,3,21-02-2025,,active,NULL
762,7803,3,04-09-2025,,active,NULL
766,6244,3,17-04-2025,,active,NULL
769,2346,3,02-04-2025,,active,NULL
772,956,3,25-07-2025,,active,NULL
787,2321,3,23-08-2025,,active,NULL
790,4385,3,25-01-2025,,active,NULL
811,4988,3,05-05-2025,,active,NULL
822,7197,3,15-02-2025,,active,NULL
828,2531,3,18-01-2025,,active,NULL
836,7089,3,01-06-2025,,active,NULL
838,461,3,20-03-2025,,active,NULL
840,7564,3,07-10-2025,,active,NULL
855,2020,3,16-10-2025,,active,NULL
860,2422,3,12-09-2025,,active,NULL
863,559,3,05-03-2025,,active,NULL
871,6061,3,12-12-2025,,active,NULL
874,5329,3,18-02-2025,,active,NULL
899,4861,3,10-08-2025,,active,NULL
903,5243,3,31-10-2025,,active,NULL
913,4630,3,19-08-2025,,active,NULL
922,447,3,07-09-2025,,active,NULL
940,5005,3,09-03-2025,,active,NULL
953,6943,3,26-05-2025,,active,NULL
958,5049,3,30-11-2025,,active,NULL
978,1880,3,06-09-2025,,active,NULL
981,7789,3,13-04-2025,,active,NULL
1000,603,3,06-07-2025,,active,NULL
1012,1302,3,16-08-2025,,active,NULL
1025,4194,3,13-05-2025,,active,NULL
1032,2231,3,13-03-2025,,active,NULL
1037,3987,3,18-08-2025,,active,NULL
1038,3898,3,14-09-2025,,active,NULL
1064,3791,3,04-03-2025,,active,NULL
1070,3808,3,22-11-2025,,active,NULL
1079,4812,3,25-06-2025,,active,NULL
1083,2978,3,05-11-2025,,active,NULL
1125,1721,3,13-01-2025,,active,NULL
1127,2097,3,08-01-2026,,active,NULL
1136,6732,3,05-01-2025,,active,NULL
1154,2517,3,14-03-2025,,active,NULL
1158,5378,3,03-09-2025,,active,NULL
1159,625,3,15-09-2025,,active,NULL
1169,6439,3,02-04-2025,,active,NULL
1178,7452,3,08-11-2025,,active,NULL
1182,3552,3,10-02-2025,,active,NULL
1217,756,3,24-03-2025,,active,NULL
1227,534,3,18-09-2025,,active,NULL
1231,864,3,04-01-2026,,active,NULL
1241,1209,3,27-10-2025,,active,NULL
1245,4328,3,21-11-2025,,active,NULL
1246,1098,3,08-07-2025,,active,NULL
1252,1957,3,04-10-2025,,active,NULL
1273,3836,3,12-06-2025,,active,NULL
1283,6138,3,07-04-2025,,active,NULL
1284,7621,3,06-04-2025,,active,NULL
1288,1772,3,16-05-2025,,active,NULL
1289,4116,3,22-06-2025,,active,NULL
1314,4120,3,15-07-2025,,active,NULL
1342,197,3,18-01-2026,,active,NULL
1345,6927,3,25-02-2025,,active,NULL
1348,2744,3,27-12-2025,,active,NULL
1366,687,3,02-11-2025,,active,NULL
1375,6529,3,10-06-2025,,active,NULL
1383,1604,3,19-06-2025,,active,NULL
1390,6911,3,11-11-2025,,active,NULL
1396,6231,3,03-10-2025,,active,NULL
1404,154,3,10-02-2025,,active,NULL
1412,7457,3,11-08-2025,,active,NULL
1421,4033,3,23-10-2025,,active,NULL
1438,651,3,08-11-2025,,active,NULL
1441,1092,3,18-07-2025,,active,NULL
1447,7679,3,05-03-2025,,active,NULL
1449,7662,3,13-03-2025,,active,NULL
1459,55,3,29-06-2025,,active,NULL
1460,1094,3,20-09-2025,,active,NULL
1479,5778,3,25-01-2025,,active,NULL
1501,1916,3,30-04-2025,,active,NULL
1506,2181,3,18-01-2026,,active,NULL
1517,7101,3,22-05-2025,,active,NULL
1538,5741,3,20-10-2025,,active,NULL
1557,6828,3,08-12-2025,,active,NULL
1574,6811,3,05-01-2026,,active,NULL
1576,7286,3,10-05-2025,,active,NULL
1604,1152,3,28-12-2025,,active,NULL
1622,1876,3,09-01-2026,,active,NULL
1623,3735,3,09-12-2025,,active,NULL
1630,7282,3,27-05-2025,,active,NULL
1636,2964,3,03-05-2025,,active,NULL
1640,4947,3,09-07-2025,,active,NULL
1648,1873,3,14-12-2025,,active,NULL
1649,135,3,06-01-2026,,active,NULL
1655,6139,3,21-09-2025,,active,NULL
1679,406,3,28-04-2025,,active,NULL
1682,283,3,22-04-2025,,active,NULL
1706,511,3,02-03-2025,,active,NULL
1713,1672,3,25-02-2025,,active,NULL
1714,7994,3,14-02-2025,,active,NULL
1734,4037,3,13-09-2025,,active,NULL
1743,2971,3,03-03-2025,,active,NULL
1751,4647,3,15-10-2025,,active,NULL
1758,7397,3,20-01-2025,,active,NULL
1764,2218,3,10-04-2025,,active,NULL
1767,389,3,29-12-2025,,active,NULL
1772,3420,3,11-02-2025,,active,NULL
1778,6342,3,24-01-2025,,active,NULL
1781,2205,3,07-01-2025,,active,NULL
1792,6261,3,29-10-2025,,active,NULL
1796,2766,3,06-08-2025,,active,NULL
1799,6445,3,06-01-2025,,active,NULL
1800,2375,3,18-12-2025,,active,NULL
1818,7264,3,21-12-2025,,active,NULL
1835,292,3,25-10-2025,,active,NULL
1836,7162,3,18-08-2025,,active,NULL
1840,1834,3,22-09-2025,,active,NULL
1871,2292,3,08-03-2025,,active,NULL
1872,1982,3,09-03-2025,,active,NULL
1877,6150,3,18-05-2025,,active,NULL
1892,3219,3,15-02-2025,,active,NULL
1917,3247,3,01-01-2026,,active,NULL
1919,243,3,07-10-2025,,active,NULL
1931,1270,3,18-12-2025,,active,NULL
1945,3152,3,03-09-2025,,active,NULL
1954,7350,3,28-09-2025,,active,NULL
1969,393,3,19-02-2025,,active,NULL
1971,7803,3,28-09-2025,,active,NULL
1972,7392,3,13-03-2025,,active,NULL
1976,594,3,08-01-2025,,active,NULL
1977,2610,3,05-01-2026,,active,NULL
1978,5198,3,08-10-2025,,active,NULL
1979,2585,3,24-07-2025,,active,NULL
1996,7240,3,14-01-2025,,active,NULL
2013,5983,3,03-11-2025,,active,NULL
2031,6447,3,01-01-2026,,active,NULL
2048,1738,3,18-10-2025,,active,NULL
2049,6365,3,17-07-2025,,active,NULL
2051,952,3,21-12-2025,,active,NULL
2053,7622,3,24-09-2025,,active,NULL
2055,640,3,13-12-2025,,active,NULL
2064,6783,3,29-11-2025,,active,NULL
2066,5428,3,09-11-2025,,active,NULL
2076,2158,3,21-12-2025,,active,NULL
2092,944,3,30-01-2025,,active,NULL
2112,5317,3,13-06-2025,,active,NULL
2121,4238,3,09-10-2025,,active,NULL
2128,3166,3,07-04-2025,,active,NULL
2146,5820,3,27-06-2025,,active,NULL
2147,2018,3,20-07-2025,,active,NULL
2153,3007,3,17-01-2026,,active,NULL
2194,530,3,27-05-2025,,active,NULL
2218,1031,3,05-07-2025,,active,NULL
2222,5712,3,13-01-2025,,active,NULL
2235,480,3,26-07-2025,,active,NULL
2245,180,3,16-12-2025,,active,NULL
2254,4460,3,20-09-2025,,active,NULL
2260,1566,3,24-05-2025,,active,NULL
2273,7517,3,19-09-2025,,active,NULL
2279,5509,3,09-01-2025,,active,NULL
2288,2094,3,13-06-2025,,active,NULL
2289,3332,3,20-03-2025,,active,NULL
2290,15,3,01-05-2025,,active,NULL
2293,4108,3,23-12-2025,,active,NULL
2295,2125,3,16-02-2025,,active,NULL
2296,4638,3,17-08-2025,,active,NULL
2305,4442,3,22-07-2025,,active,NULL
2318,5837,3,01-09-2025,,active,NULL
2324,2326,3,26-01-2025,,active,NULL
2335,7262,3,12-07-2025,,active,NULL
2343,3561,3,05-01-2025,,active,NULL
2347,6125,3,18-08-2025,,active,NULL
2349,5987,3,22-11-2025,,active,NULL
2356,141,3,16-09-2025,,active,NULL
2364,703,3,09-04-2025,,active,NULL
2405,3593,3,07-07-2025,,active,NULL
2407,3111,3,05-06-2025,,active,NULL
2417,5692,3,29-12-2025,,active,NULL
2425,3233,3,01-08-2025,,active,NULL
2453,4703,3,02-10-2025,,active,NULL
2455,4370,3,24-07-2025,,active,NULL
2494,3648,3,29-07-2025,,active,NULL
2500,2560,3,13-09-2025,,active,NULL
2504,1743,3,05-05-2025,,active,NULL
2509,2669,3,27-06-2025,,active,NULL
2520,4868,3,23-08-2025,,active,NULL
2532,3750,3,04-01-2025,,active,NULL
2539,7000,3,27-12-2025,,active,NULL
2543,5892,3,14-05-2025,,active,NULL
2576,4828,3,04-01-2026,,active,NULL
2580,288,3,27-05-2025,,active,NULL
2611,4583,3,23-09-2025,,active,NULL
2615,1192,3,20-07-2025,,active,NULL
2634,297,3,23-10-2025,,active,NULL
2638,7797,3,04-05-2025,,active,NULL
2651,833,3,05-09-2025,,active,NULL
2681,2199,3,17-06-2025,,active,NULL
2688,2989,3,09-03-2025,,active,NULL
2696,7403,3,25-06-2025,,active,NULL
2705,3172,3,27-10-2025,,active,NULL
2710,6252,3,25-10-2025,,active,NULL
2712,451,3,16-07-2025,,active,NULL
2729,4584,3,25-02-2025,,active,NULL
2732,7668,3,22-10-2025,,active,NULL
2739,6008,3,03-01-2025,,active,NULL
2759,7988,3,07-03-2025,,active,NULL
2769,5878,3,29-01-2025,,active,NULL
2779,4060,3,26-02-2025,,active,NULL
2796,7275,3,16-02-2025,,active,NULL
2808,6519,3,27-08-2025,,active,NULL
2826,6061,3,13-03-2025,,active,NULL
2837,5482,3,06-04-2025,,active,NULL
2844,1908,3,01-09-2025,,active,NULL
2846,2989,3,05-06-2025,,active,NULL
2856,2208,3,06-01-2026,,active,NULL
2877,1825,3,13-10-2025,,active,NULL
2904,4590,3,16-05-2025,,active,NULL
2907,5480,3,19-04-2025,,active,NULL
2924,2602,3,07-08-2025,,active,NULL
2930,3953,3,08-08-2025,,active,NULL
2935,4282,3,12-11-2025,,active,NULL
2936,5020,3,11-08-2025,,active,NULL
2937,4081,3,28-05-2025,,active,NULL
2940,6471,3,28-02-2025,,active,NULL
2942,2158,3,12-05-2025,,active,NULL
2966,769,3,23-03-2025,,active,NULL
2980,6466,3,17-02-2025,,active,NULL
2990,126,3,06-05-2025,,active,NULL
2996,5358,3,12-10-2025,,active,NULL
3014,7739,3,08-01-2026,,active,NULL
3028,4490,3,06-03-2025,,active,NULL
3035,416,3,05-01-2025,,active,NULL
3047,7756,3,15-04-2025,,active,NULL
3079,507,3,07-05-2025,,active,NULL
3106,785,3,09-01-2025,,active,NULL
3116,1631,3,10-07-2025,,active,NULL
3124,2929,3,18-01-2026,,active,NULL
3127,2692,3,04-01-2026,,active,NULL
3132,3265,3,16-10-2025,,active,NULL
3142,139,3,01-07-2025,,active,NULL
3145,1337,3,26-02-2025,,active,NULL
3146,3028,3,08-05-2025,,active,NULL
3147,1689,3,20-03-2025,,active,NULL
3148,198,3,12-03-2025,,active,NULL
3151,6276,3,15-02-2025,,active,NULL
3152,2413,3,31-08-2025,,active,NULL
3168,4311,3,25-03-2025,,active,NULL
3180,2013,3,09-08-2025,,active,NULL
3195,4989,3,08-01-2026,,active,NULL
3223,1147,3,12-01-2026,,active,NULL
3224,4664,3,27-06-2025,,active,NULL
3260,932,3,12-01-2025,,active,NULL
3261,7814,3,18-10-2025,,active,NULL
3270,1311,3,16-03-2025,,active,NULL
3271,1466,3,16-09-2025,,active,NULL
3273,6308,3,03-01-2025,,active,NULL
3279,5463,3,29-05-2025,,active,NULL
3358,3185,3,06-02-2025,,active,NULL
3362,2445,3,11-05-2025,,active,NULL
3376,3653,3,18-12-2025,,active,NULL
3394,1139,3,15-12-2025,,active,NULL
3395,3709,3,04-07-2025,,active,NULL
3421,7874,3,07-10-2025,,active,NULL
3427,2950,3,17-02-2025,,active,NULL
3461,1822,3,26-08-2025,,active,NULL
3462,285,3,12-10-2025,,active,NULL
3477,3460,3,10-07-2025,,active,NULL
3483,6050,3,01-05-2025,,active,NULL
3486,1336,3,25-02-2025,,active,NULL
3490,6862,3,13-01-2025,,active,NULL
3522,6321,3,12-01-2025,,active,NULL
3528,4411,3,13-07-2025,,active,NULL
3539,5819,3,02-01-2025,,active,NULL
3545,6844,3,03-12-2025,,active,NULL
3559,781,3,13-06-2025,,active,NULL
3594,1526,3,16-06-2025,,active,NULL
3600,7446,3,30-08-2025,,active,NULL
3601,5893,3,12-04-2025,,active,NULL
3605,744,3,26-03-2025,,active,NULL
3613,3802,3,09-11-2025,,active,NULL
3617,6073,3,31-03-2025,,active,NULL
3639,4269,3,29-05-2025,,active,NULL
3712,6061,3,21-06-2025,,active,NULL
3713,3686,3,25-01-2025,,active,NULL
3719,5702,3,06-10-2025,,active,NULL
3737,6909,3,08-09-2025,,active,NULL
3768,4768,3,04-01-2026,,active,NULL
3771,7647,3,20-03-2025,,active,NULL
3780,4556,3,20-07-2025,,active,NULL
3792,1148,3,20-08-2025,,active,NULL
3800,7173,3,16-07-2025,,active,NULL
3811,3233,3,26-05-2025,,active,NULL
3845,3104,3,30-04-2025,,active,NULL
3853,3170,3,06-03-2025,,active,NULL
3857,6908,3,24-08-2025,,active,NULL
3862,761,3,03-06-2025,,active,NULL
3871,865,3,13-12-2025,,active,NULL
3893,7086,3,08-06-2025,,active,NULL
3911,651,3,17-11-2025,,active,NULL
3916,7923,3,14-06-2025,,active,NULL
3937,1932,3,02-02-2025,,active,NULL
3948,2944,3,23-09-2025,,active,NULL
3953,908,3,08-07-2025,,active,NULL
3974,4095,3,21-08-2025,,active,NULL
3980,1086,3,24-04-2025,,active,NULL
3994,6982,3,05-12-2025,,active,NULL
4002,7519,3,17-09-2025,,active,NULL
4007,7466,3,31-10-2025,,active,NULL
4013,3640,3,14-08-2025,,active,NULL
4014,2949,3,16-02-2025,,active,NULL
4017,3803,3,12-06-2025,,active,NULL
4039,7191,3,12-11-2025,,active,NULL
4043,3488,3,22-12-2025,,active,NULL
4053,2962,3,20-12-2025,,active,NULL
4065,891,3,07-07-2025,,active,NULL
4078,5040,3,23-05-2025,,active,NULL
4089,5107,3,25-07-2025,,active,NULL
4091,5303,3,30-12-2025,,active,NULL
4101,4034,3,17-11-2025,,active,NULL
4105,7137,3,11-12-2025,,active,NULL
4127,3132,3,02-06-2025,,active,NULL
4141,532,3,08-11-2025,,active,NULL
4145,3423,3,15-12-2025,,active,NULL
4174,6474,3,02-05-2025,,active,NULL
4184,209,3,08-10-2025,,active,NULL
4185,1546,3,18-08-2025,,active,NULL
4197,1638,3,28-06-2025,,active,NULL
4203,5979,3,09-09-2025,,active,NULL
4204,5547,3,07-03-2025,,active,NULL
4233,2809,3,19-06-2025,,active,NULL
4242,5407,3,12-01-2026,,active,NULL
4289,3543,3,04-10-2025,,active,NULL
4300,222,3,28-10-2025,,active,NULL
4301,1924,3,15-11-2025,,active,NULL
4309,3949,3,25-09-2025,,active,NULL
4314,5991,3,28-10-2025,,active,NULL
4316,5722,3,19-04-2025,,active,NULL
4321,5770,3,14-03-2025,,active,NULL
4350,3764,3,08-09-2025,,active,NULL
4360,7229,3,27-06-2025,,active,NULL
4371,4698,3,30-05-2025,,active,NULL
4386,7355,3,07-08-2025,,active,NULL
4387,7916,3,12-01-2025,,active,NULL
4394,1617,3,18-03-2025,,active,NULL
4440,4673,3,09-05-2025,,active,NULL
4450,1216,3,29-11-2025,,active,NULL
4451,7578,3,10-02-2025,,active,NULL
4460,1141,3,11-05-2025,,active,NULL
4484,5844,3,22-02-2025,,active,NULL
4495,2061,3,06-10-2025,,active,NULL
4506,1852,3,23-12-2025,,active,NULL
4515,1982,3,04-09-2025,,active,NULL
4528,5819,3,24-11-2025,,active,NULL
4550,4887,3,16-01-2026,,active,NULL
4576,3945,3,14-11-2025,,active,NULL
4589,1968,3,27-09-2025,,active,NULL
4590,5157,3,06-03-2025,,active,NULL
4595,7517,3,06-12-2025,,active,NULL
4602,5397,3,15-09-2025,,active,NULL
4613,3878,3,29-06-2025,,active,NULL
4618,7824,3,11-03-2025,,active,NULL
4621,5048,3,24-04-2025,,active,NULL
4627,7509,3,20-02-2025,,active,NULL
4632,508,3,08-07-2025,,active,NULL
4637,2567,3,13-01-2026,,active,NULL
4638,486,3,05-09-2025,,active,NULL
4644,3051,3,27-04-2025,,active,NULL
4663,7166,3,20-06-2025,,active,NULL
4677,3925,3,28-09-2025,,active,NULL
4698,6913,3,05-04-2025,,active,NULL
4713,7021,3,09-11-2025,,active,NULL
4717,1823,3,29-11-2025,,active,NULL
4738,1337,3,05-08-2025,,active,NULL
4747,3972,3,07-05-2025,,active,NULL
4769,4063,3,15-06-2025,,active,NULL
4773,7839,3,02-07-2025,,active,NULL
4787,4056,3,21-04-2025,,active,NULL
4788,844,3,17-01-2026,,active,NULL
4792,4650,3,10-05-2025,,active,NULL
4794,3066,3,22-03-2025,,active,NULL
4800,5111,3,03-07-2025,,active,NULL
4809,7025,3,23-03-2025,,active,NULL
4818,1747,3,20-04-2025,,active,NULL
4821,6032,3,25-04-2025,,active,NULL
4834,2727,3,21-03-2025,,active,NULL
4835,2615,3,29-03-2025,,active,NULL
4848,2841,3,23-08-2025,,active,NULL
4849,7872,3,22-02-2025,,active,NULL
4860,3439,3,23-03-2025,,active,NULL
4884,1775,3,15-01-2026,,active,NULL
4893,4002,3,07-05-2025,,active,NULL
4904,3154,3,09-01-2025,,active,NULL
4908,6157,3,25-08-2025,,active,NULL
4917,5951,3,26-10-2025,,active,NULL
4946,2906,3,04-06-2025,,active,NULL
4948,3962,3,07-11-2025,,active,NULL
4976,1118,3,25-01-2025,,active,NULL
4977,204,3,09-11-2025,,active,NULL
4984,634,3,16-10-2025,,active,NULL
5086,3190,3,16-01-2026,,active,NULL
5097,1899,3,30-01-2025,,active,NULL
5100,7818,3,02-10-2025,,active,NULL
5111,4890,3,12-08-2025,,active,NULL
5113,7331,3,26-03-2025,,active,NULL
5116,7650,3,26-10-2025,,active,NULL
5126,1233,3,22-04-2025,,active,NULL
5133,3574,3,29-08-2025,,active,NULL
5135,339,3,14-11-2025,,active,NULL
5144,5215,3,12-09-2025,,active,NULL
5146,407,3,17-08-2025,,active,NULL
5155,6931,3,16-08-2025,,active,NULL
5158,3688,3,08-10-2025,,active,NULL
5162,2153,3,12-11-2025,,active,NULL
5167,4302,3,17-03-2025,,active,NULL
5173,4449,3,13-09-2025,,active,NULL
5174,5510,3,13-05-2025,,active,NULL
5180,3976,3,17-11-2025,,active,NULL
5183,4025,3,21-10-2025,,active,NULL
5185,5477,3,06-12-2025,,active,NULL
5194,4043,3,21-08-2025,,active,NULL
5197,3193,3,01-03-2025,,active,NULL
5205,6582,3,10-08-2025,,active,NULL
5226,7117,3,06-02-2025,,active,NULL
5236,7906,3,10-07-2025,,active,NULL
5249,98,3,15-10-2025,,active,NULL
5253,6116,3,29-09-2025,,active,NULL
5264,6580,3,28-08-2025,,active,NULL
5286,4885,3,14-12-2025,,active,NULL
5313,1548,3,28-03-2025,,active,NULL
5321,6036,3,07-10-2025,,active,NULL
5349,3387,3,10-12-2025,,active,NULL
5351,6108,3,22-07-2025,,active,NULL
5353,6456,3,28-01-2025,,active,NULL
5375,3177,3,15-04-2025,,active,NULL
5386,4633,3,13-02-2025,,active,NULL
5390,3658,3,27-08-2025,,active,NULL
5396,3696,3,10-09-2025,,active,NULL
5424,6455,3,05-01-2025,,active,NULL
5430,6441,3,11-03-2025,,active,NULL
5434,4477,3,04-03-2025,,active,NULL
5454,2492,3,29-07-2025,,active,NULL
5464,909,3,14-03-2025,,active,NULL
5481,3563,3,20-12-2025,,active,NULL
5484,2560,3,24-12-2025,,active,NULL
5485,667,3,20-04-2025,,active,NULL
5491,259,3,07-04-2025,,active,NULL
5492,2129,3,11-12-2025,,active,NULL
5493,3966,3,31-08-2025,,active,NULL
5496,6503,3,28-02-2025,,active,NULL
5498,2414,3,25-11-2025,,active,NULL
5529,3356,3,07-04-2025,,active,NULL
5537,3331,3,13-10-2025,,active,NULL
5570,5533,3,19-10-2025,,active,NULL
5572,280,3,31-05-2025,,active,NULL
5581,4213,3,12-11-2025,,active,NULL
5582,6219,3,27-10-2025,,active,NULL
5585,3382,3,18-04-2025,,active,NULL
5596,6965,3,25-06-2025,,active,NULL
5597,7895,3,05-07-2025,,active,NULL
5603,2690,3,26-05-2025,,active,NULL
5608,6861,3,17-03-2025,,active,NULL
5609,1150,3,23-12-2025,,active,NULL
5622,703,3,13-01-2026,,active,NULL
5636,2415,3,15-10-2025,,active,NULL
5648,2925,3,22-07-2025,,active,NULL
5666,2643,3,19-04-2025,,active,NULL
5680,4969,3,14-11-2025,,active,NULL
5686,713,3,08-12-2025,,active,NULL
5704,6491,3,08-11-2025,,active,NULL
5733,5582,3,17-06-2025,,active,NULL
5734,6255,3,20-10-2025,,active,NULL
5736,2727,3,19-02-2025,,active,NULL
5738,5289,3,25-07-2025,,active,NULL
5746,7808,3,11-12-2025,,active,NULL
5748,6267,3,04-03-2025,,active,NULL
5798,4977,3,16-05-2025,,active,NULL
5800,2197,3,29-07-2025,,active,NULL
5805,6102,3,16-03-2025,,active,NULL
5809,3030,3,30-06-2025,,active,NULL
5814,5186,3,04-02-2025,,active,NULL
5823,3623,3,03-09-2025,,active,NULL
5824,1402,3,24-07-2025,,active,NULL
5830,2197,3,01-08-2025,,active,NULL
5831,4923,3,05-04-2025,,active,NULL
5838,2000,3,30-09-2025,,active,NULL
5854,7679,3,25-10-2025,,active,NULL
5856,5246,3,24-11-2025,,active,NULL
5875,4124,3,09-05-2025,,active,NULL
5879,3709,3,17-08-2025,,active,NULL
5888,3438,3,21-12-2025,,active,NULL
5891,4718,3,21-05-2025,,active,NULL
5892,2282,3,01-06-2025,,active,NULL
5898,4913,3,14-11-2025,,active,NULL
5910,2202,3,02-01-2025,,active,NULL
5912,2380,3,13-11-2025,,active,NULL
5921,30,3,22-07-2025,,active,NULL
5950,6589,3,25-02-2025,,active,NULL
5968,7868,3,20-11-2025,,active,NULL
5977,721,3,31-10-2025,,active,NULL
5989,6678,3,11-11-2025,,active,NULL
5992,4990,3,23-11-2025,,active,NULL
6030,7571,3,01-05-2025,,active,NULL
6039,7050,3,03-05-2025,,active,NULL
6045,4380,3,22-11-2025,,active,NULL
6059,1370,3,19-08-2025,,active,NULL
6068,2498,3,24-07-2025,,active,NULL
6069,1552,3,24-01-2025,,active,NULL
6075,2065,3,20-04-2025,,active,NULL
6094,328,3,19-10-2025,,active,NULL
6112,4285,3,06-12-2025,,active,NULL
6134,4257,3,22-10-2025,,active,NULL
6180,5869,3,03-07-2025,,active,NULL
6182,2775,3,06-10-2025,,active,NULL
6195,1209,3,25-11-2025,,active,NULL
6197,1248,3,09-04-2025,,active,NULL
6200,3675,3,19-05-2025,,active,NULL
6201,1401,3,10-12-2025,,active,NULL
6207,7154,3,20-05-2025,,active,NULL
6213,1380,3,23-10-2025,,active,NULL
6222,1181,3,12-07-2025,,active,NULL
6243,4944,3,26-03-2025,,active,NULL
6258,826,3,21-10-2025,,active,NULL
6279,621,3,26-03-2025,,active,NULL
6283,106,3,12-01-2026,,active,NULL
6289,6035,3,06-10-2025,,active,NULL
6296,407,3,07-04-2025,,active,NULL
6301,3569,3,07-05-2025,,active,NULL
6302,5186,3,09-11-2025,,active,NULL
6304,5651,3,10-04-2025,,active,NULL
6306,3320,3,16-12-2025,,active,NULL
6312,1746,3,07-02-2025,,active,NULL
6313,4332,3,21-01-2025,,active,NULL
6317,1188,3,11-07-2025,,active,NULL
6320,4370,3,13-08-2025,,active,NULL
6341,7997,3,11-01-2026,,active,NULL
6351,919,3,28-06-2025,,active,NULL
6355,4374,3,15-09-2025,,active,NULL
6357,5267,3,16-12-2025,,active,NULL
6364,5270,3,26-06-2025,,active,NULL
6365,5693,3,30-04-2025,,active,NULL
6366,7241,3,13-12-2025,,active,NULL
6367,2350,3,24-05-2025,,active,NULL
6371,7733,3,21-02-2025,,active,NULL
6424,7632,3,30-09-2025,,active,NULL
6430,3159,3,13-01-2026,,active,NULL
6448,6412,3,26-04-2025,,active,NULL
6455,5605,3,02-01-2025,,active,NULL
6456,5450,3,22-03-2025,,active,NULL
6461,3225,3,21-12-2025,,active,NULL
6483,7163,3,29-05-2025,,active,NULL
6517,6872,3,29-12-2025,,active,NULL
6537,5196,3,06-12-2025,,active,NULL
6540,3918,3,10-08-2025,,active,NULL
6541,3763,3,19-11-2025,,active,NULL
6544,777,3,04-01-2025,,active,NULL
6547,6481,3,20-07-2025,,active,NULL
6556,1845,3,17-08-2025,,active,NULL
6571,5114,3,16-06-2025,,active,NULL
6577,2462,3,21-05-2025,,active,NULL
6580,892,3,13-11-2025,,active,NULL
6585,1784,3,13-08-2025,,active,NULL
6589,4295,3,05-01-2026,,active,NULL
6593,4966,3,18-11-2025,,active,NULL
6613,1450,3,25-04-2025,,active,NULL
